,Obj1XPos,Obj1YPos,Obj1Dir,Obj2XPos,Obj2YPos,Obj2Dir,CollisionX,CollisionY,Outcome
3598,5,3,6,1,5,2,3,3,0
3599,6,7,0,4,3,2,6,0,0
3600,6,0,4,3,2,1,6,0,0
3601,2,8,2,4,6,0,4,8,0
3602,4,0,4,5,0,2,4,0,0
3603,8,7,2,5,1,1,10,7,0
3604,5,7,1,8,5,4,7,5,0
3605,8,0,5,7,3,0,8,0,0
3606,1,7,5,6,7,1,3,9,0
3607,7,3,6,8,1,3,5,3,0
3608,3,2,2,7,3,3,5,2,0
3609,5,3,2,8,3,2,7,3,0
3610,8,8,5,6,2,1,6,10,0
3611,8,6,4,0,8,6,8,0,0
3612,0,4,4,4,7,5,0,4,0
3613,6,4,6,7,2,6,4,4,0
3614,3,0,5,7,5,4,3,0,0
3615,1,7,2,7,4,0,3,7,0
3616,5,7,6,5,0,4,3,7,0
3617,8,1,2,0,0,2,10,1,0
3618,4,3,5,0,2,3,2,5,0
3619,5,0,0,4,3,2,5,0,0
3620,3,3,1,7,4,1,5,1,0
3621,3,6,4,0,6,6,3,0,0
3622,8,5,6,5,8,4,6,5,0
3623,1,5,5,7,8,4,3,7,0
3624,1,5,6,7,2,3,3,5,0
3625,1,1,3,4,4,1,1,1,0
3626,7,6,1,2,4,5,9,4,0
3627,1,0,2,4,4,6,2,0,0
3628,7,6,3,1,6,0,9,8,0
3629,4,2,1,3,5,6,6,2,0
3630,8,7,4,4,0,6,8,0,0
3631,8,7,5,0,1,1,6,9,0
3632,5,4,5,4,1,5,3,6,0
3633,7,0,2,4,6,5,7,0,0
3634,5,8,2,1,3,4,7,8,0
3635,3,3,3,8,3,6,1,1,0
3636,7,2,4,1,3,5,7,0,0
3637,4,0,0,0,1,4,4,0,0
3638,4,5,4,2,7,0,4,0,0
3639,8,6,0,1,7,6,8,0,0
3640,6,0,3,2,8,3,6,0,0
3641,2,3,4,4,6,4,2,0,0
3642,3,0,6,5,3,1,3,0,0
3643,6,4,6,7,4,0,4,4,0
3644,8,3,4,4,3,2,8,0,0
3645,6,5,5,6,0,1,4,7,0
3646,0,8,3,6,3,3,0,8,0
3647,1,8,4,7,4,5,3,8,1
3648,0,5,6,7,1,4,0,5,0
3649,6,6,3,5,5,5,1,1,0
3650,8,5,3,2,8,5,10,7,0
3651,2,1,2,6,5,5,7,4,1
3652,3,0,0,6,5,3,3,0,0
3653,4,7,4,8,5,6,4,0,0
3654,8,0,6,6,1,4,8,0,0
3655,2,0,2,0,1,1,2,0,0
3656,0,0,6,8,7,3,0,0,0
3657,5,1,0,7,4,5,5,0,0
3658,0,4,3,3,0,4,0,4,0
3659,6,3,3,4,2,3,8,5,0
3660,5,7,0,1,8,4,5,0,0
3661,4,1,1,4,2,2,5,2,1
3662,8,1,4,8,5,0,8,3,1
3663,5,7,2,8,3,1,7,7,0
3664,2,1,1,4,4,0,4,3,0
3665,7,0,5,5,6,4,7,0,0
3666,2,7,5,5,4,1,2,9,0
3667,7,5,5,8,8,1,5,7,0
3668,0,7,6,0,8,2,0,7,0
3669,7,5,1,0,8,6,9,3,0
3670,5,8,6,6,7,0,3,8,0
3671,0,0,2,4,2,3,0,0,0
3672,0,7,0,5,2,3,0,7,0
3673,8,7,2,8,3,4,8,7,1
3674,8,7,0,3,4,1,8,0,0
3675,3,0,5,2,1,1,3,0,0
3676,4,1,3,2,1,0,6,3,0
3677,2,5,2,0,1,6,4,5,0
3678,6,2,5,5,4,0,5,3,1
3679,4,8,1,7,3,6,6,6,0
3680,5,2,5,8,4,6,3,4,0
3681,1,8,2,4,6,0,3,8,0
3682,0,5,1,7,7,0,0,5,0
3683,2,7,4,1,7,0,2,0,0
3684,7,2,1,3,1,4,9,2,0
3685,6,5,3,8,6,1,8,7,0
3686,8,7,4,7,5,3,8,0,0
3687,4,4,3,6,3,4,1,1,0
3688,0,7,3,0,8,2,0,7,0
3689,1,3,6,1,1,1,3,3,1
3690,1,2,6,2,6,4,3,2,0
3691,0,4,0,2,0,6,0,4,0
3692,1,5,4,2,8,0,4,7,0
3693,7,6,4,8,5,1,7,0,0
3694,6,7,1,1,8,2,8,5,0
3695,3,4,3,5,4,4,5,6,1
3696,2,4,2,3,4,2,4,4,0
3697,2,0,4,5,7,5,2,0,0
3698,4,1,5,4,4,2,4,3,0
3699,0,7,0,6,5,3,0,7,0
3700,4,0,1,7,7,4,4,0,0
3701,2,7,6,6,6,5,2,7,0
3702,0,3,1,7,7,3,0,3,0
3703,7,5,3,7,0,3,9,7,0
3704,6,6,3,8,0,4,1,1,0
3705,6,3,6,4,1,1,4,3,0
3706,5,2,1,1,8,0,7,2,0
3707,6,4,4,6,0,4,6,0,1
3708,3,2,0,7,2,2,3,0,0
3709,0,3,2,5,2,3,0,3,0
3710,7,0,5,5,6,3,7,0,0
3711,3,4,6,6,6,5,1,4,0
3712,1,6,1,3,4,0,3,4,0
3713,5,7,4,0,7,3,5,0,0
3714,5,6,0,2,6,4,5,0,0
3715,4,8,4,6,8,3,4,2,1
3716,4,7,2,2,8,6,6,7,0
3717,6,5,4,3,0,1,6,0,0
3718,4,7,1,1,1,5,6,5,0
3719,4,2,1,1,5,1,6,2,0
3720,2,1,5,0,6,6,2,3,0
3721,1,0,4,1,7,1,1,1,0
3722,8,8,1,6,2,4,10,6,0
3723,8,0,4,1,0,1,8,0,0
3724,7,3,2,6,1,0,9,3,0
3725,0,1,1,5,6,4,2,3,0
3726,3,5,0,3,2,1,3,0,0
3727,1,4,5,7,0,5,3,6,0
3728,5,4,4,6,6,2,5,0,0
3729,8,3,2,7,2,3,10,3,0
3730,7,6,3,8,3,5,9,8,0
3731,3,6,0,7,8,6,3,0,0
3732,5,6,6,4,7,0,4,6,1
3733,7,3,5,1,3,2,5,5,0
3734,6,4,3,0,1,4,8,6,0
3735,3,6,2,0,5,0,5,6,0
3736,5,7,4,4,2,6,5,0,0
3737,8,5,6,6,2,4,6,5,0
3738,8,6,4,3,0,0,8,0,0
3739,2,3,5,2,3,6,2,3,1
3740,3,2,0,0,3,3,3,0,0
3741,4,3,2,7,8,3,6,3,0
3742,1,6,5,0,2,2,3,8,0
3743,1,8,3,1,7,3,3,10,0
3744,4,2,6,7,0,4,2,2,0
3745,3,2,1,1,3,0,5,2,0
3746,3,5,5,8,0,4,1,7,0
3747,3,5,1,1,6,6,2,6,1
3748,7,1,0,2,5,0,7,0,0
3749,2,1,3,3,8,3,4,3,0
3750,5,6,3,4,5,1,7,8,0
3751,2,6,1,8,6,6,4,4,0
3752,2,6,0,7,5,4,2,0,0
3753,4,7,0,1,6,0,4,0,0
3754,4,1,1,4,1,3,4,1,1
3755,0,7,1,0,0,2,0,7,0
3756,0,6,0,1,6,2,0,6,0
3757,1,5,5,5,6,3,3,7,0
3758,3,4,5,3,6,3,1,6,0
3759,2,7,1,4,4,4,4,5,0
3760,8,6,3,2,0,4,10,8,0
3761,5,1,4,7,0,2,5,0,0
3762,2,0,1,0,3,0,2,0,0
3763,6,6,2,7,7,1,8,6,0
3764,5,7,4,8,2,5,5,0,0
3765,0,2,6,1,0,6,0,2,0
3766,5,5,1,3,7,2,7,3,0
3767,4,1,0,2,4,2,4,0,0
3768,1,6,1,3,5,2,3,4,0
3769,0,8,0,1,6,6,0,8,0
3770,2,7,5,2,5,4,2,9,0
3771,7,7,0,5,2,4,7,0,0
3772,6,5,4,7,1,6,6,0,0
3773,2,8,3,7,3,5,4,10,0
3774,0,0,1,2,6,3,0,0,0
3775,3,6,5,7,8,3,1,8,0
3776,4,4,6,2,1,2,2,4,0
3777,4,5,0,0,3,4,4,0,0
3778,8,2,1,1,8,5,10,2,0
3779,2,8,6,0,0,1,2,8,0
3780,1,1,0,8,7,3,1,1,0
3781,7,4,2,8,4,1,9,4,0
3782,0,6,1,5,0,4,0,6,0
3783,3,4,1,3,4,3,3,4,1
3784,8,7,2,1,3,1,10,7,0
3785,2,1,2,8,8,3,4,7,0
3786,4,3,1,1,6,5,6,1,0
3787,0,2,4,2,3,6,0,2,0
3788,6,5,2,4,5,2,9,5,1
3789,5,5,4,2,8,6,5,0,0
3790,1,7,6,1,3,1,9,7,1
3791,5,8,3,5,5,5,7,10,0
3792,6,5,5,7,2,6,4,7,0
3793,0,6,5,8,0,0,0,6,0
3794,0,0,5,4,0,6,0,0,0
3795,6,6,6,5,4,2,4,6,0
3796,4,3,4,3,2,6,4,0,0
3797,2,5,3,7,4,1,4,7,0
3798,3,7,4,4,5,3,3,0,0
3799,0,2,3,4,2,3,0,2,0
3800,8,3,5,5,2,0,6,5,0
3801,8,7,5,8,1,2,6,9,0
3802,7,1,0,4,1,4,7,0,0
3803,7,2,2,5,3,1,9,2,0
3804,5,4,0,3,2,4,5,0,0
3805,7,4,1,7,5,6,9,2,0
3806,1,4,3,8,6,5,3,6,0
3807,4,7,5,4,3,2,2,9,0
3808,6,3,6,8,4,3,7,3,1
3809,7,2,6,1,0,4,5,2,0
3810,5,2,5,4,2,3,3,4,0
3811,0,1,0,2,4,2,0,0,0
3812,1,4,4,3,2,1,5,6,0
3813,4,4,0,3,0,5,4,0,0
3814,1,8,5,8,8,0,3,10,0
3815,0,7,5,4,2,4,0,7,0
3816,7,6,1,1,1,6,9,4,0
3817,7,7,0,8,4,2,7,0,0
3818,0,6,1,3,7,4,0,6,0
3819,1,6,5,5,3,4,3,8,0
3820,5,4,3,7,6,6,5,6,1
3821,5,8,4,7,4,1,5,0,0
3822,5,3,0,3,0,6,5,0,0
3823,5,5,4,1,1,0,5,0,0
3824,3,5,6,0,8,3,1,5,0
3825,0,6,0,7,4,4,0,6,0
3826,0,7,0,5,8,0,0,7,0
3827,6,6,6,7,8,4,4,6,0
3828,2,3,1,6,5,6,4,1,0
3829,1,8,6,3,7,5,2,8,1
3830,1,0,5,3,7,6,3,2,0
3831,4,7,3,2,1,2,6,9,0
3832,3,3,5,2,8,2,1,5,0
3833,8,6,1,7,8,6,10,4,0
3834,2,7,1,0,3,4,4,5,0
3835,4,8,2,6,0,0,6,8,0
3836,2,8,0,4,4,3,2,0,0
3837,0,8,0,6,2,4,0,8,0
3838,3,7,0,3,4,0,3,0,1
3839,0,6,3,8,1,2,0,6,0
3840,6,1,2,3,3,0,8,3,0
3841,5,3,4,1,4,0,5,0,0
3842,8,3,6,8,4,2,6,3,0
3843,0,3,6,6,0,2,0,3,0
3844,4,8,4,4,0,3,4,0,1
3845,0,1,0,6,6,2,0,0,0
3846,0,2,3,3,4,6,0,2,0
3847,1,0,3,2,8,4,3,2,0
3848,6,5,5,1,6,3,4,7,0
3849,2,8,1,0,5,3,4,6,0
3850,6,0,3,1,4,3,6,0,0
3851,4,4,5,3,5,1,2,6,0
3852,2,6,5,3,4,4,2,8,0
3853,3,7,3,8,5,6,5,9,0
3854,1,5,0,7,2,1,1,1,0
3855,4,2,4,1,6,2,4,0,0
3856,2,4,6,2,2,0,2,4,0
3857,3,5,3,2,8,2,5,7,0
3858,5,8,4,8,4,5,5,0,0
3859,6,7,5,8,8,1,4,9,0
3860,1,0,3,0,4,3,3,2,0
3861,4,4,3,5,1,4,1,1,0
3862,0,1,5,2,5,5,7,8,1
3863,4,7,5,0,0,3,2,9,0
3864,8,5,0,2,8,0,8,0,0
3865,1,6,2,3,7,0,3,6,0
3866,8,1,5,8,7,4,8,3,0
3867,5,4,1,5,6,4,7,2,0
3868,3,2,5,6,5,6,1,4,0
3869,4,0,1,4,1,2,4,0,0
3870,1,0,2,8,3,0,2,0,0
3871,6,8,0,2,0,6,6,0,0
3872,3,1,6,6,6,3,1,1,1
3873,1,8,5,7,4,2,3,10,0
3874,7,6,3,0,6,1,9,8,0
3875,3,2,3,5,1,1,5,4,0
3876,3,0,6,7,6,5,3,0,0
3877,3,7,3,8,0,0,5,9,0
3878,1,8,5,8,5,2,3,10,0
3879,5,5,3,2,0,0,1,1,0
3880,4,8,4,6,0,3,4,0,0
3881,6,6,0,0,2,1,6,0,0
3882,7,0,4,7,7,0,7,0,1
3883,5,7,6,6,6,3,3,7,0
3884,4,1,0,0,3,2,4,0,0
3885,6,2,1,1,3,6,8,2,0
3886,6,4,6,2,0,0,4,4,0
3887,4,0,1,3,0,2,4,0,0
3888,8,1,1,5,5,2,10,3,0
3889,6,3,1,6,5,3,6,7,1
3890,1,6,0,0,8,4,1,1,0
3891,4,5,2,1,0,4,6,5,0
3892,1,2,0,1,4,3,1,1,0
3893,4,5,0,7,6,4,4,0,0
3894,8,1,5,5,6,6,8,3,0
3895,2,8,3,3,4,5,4,10,0
3896,8,3,1,6,2,2,9,2,1
3897,8,5,5,2,2,2,6,7,0
3898,8,2,2,3,4,0,10,2,0
3899,5,8,3,3,4,6,7,4,1
3900,3,0,6,0,2,0,3,0,0
3901,4,7,0,1,5,0,4,0,0
3902,6,8,4,0,2,2,6,0,0
3903,2,5,2,6,1,5,4,5,0
3904,7,5,2,1,8,6,9,5,0
3905,7,1,6,6,7,3,1,1,0
3906,6,7,4,0,5,3,6,0,0
3907,4,8,5,7,3,3,2,10,0
3908,2,4,3,8,2,1,4,6,0
3909,6,5,5,0,5,4,4,7,0
3910,7,1,1,8,2,5,9,3,0
3911,5,6,5,8,3,0,3,8,0
3912,7,0,1,0,2,3,7,0,0
3913,6,5,1,7,4,6,8,3,0
3914,5,1,4,0,3,3,5,0,0
3915,7,0,1,0,5,3,7,0,0
3916,2,8,5,8,2,6,2,10,0
3917,7,6,5,0,7,1,5,8,0
3918,4,7,2,4,1,1,10,7,1
3919,7,6,4,0,1,5,7,0,0
3920,7,8,6,0,6,0,5,8,0
3921,5,6,5,2,2,1,3,8,0
3922,5,6,3,6,3,2,7,8,0
3923,0,4,0,8,2,4,0,4,0
3924,1,8,4,6,2,4,1,10,0
3925,7,6,3,5,5,4,9,8,0
3926,5,6,1,2,1,4,7,4,0
3927,1,7,3,5,3,1,8,6,1
3928,8,2,2,8,6,6,10,2,0
3929,1,8,2,4,4,3,3,8,0
3930,3,4,2,3,0,5,5,4,0
3931,3,8,2,2,7,6,5,8,0
3932,0,2,6,5,5,2,0,2,0
3933,6,1,6,3,7,4,1,1,0
3934,8,6,2,1,1,4,10,6,0
3935,3,3,1,8,3,1,5,1,0
3936,6,6,6,0,8,6,4,6,0
3937,6,7,1,0,2,0,8,5,0
3938,8,6,2,4,1,0,10,6,0
3939,3,2,0,2,3,5,3,0,0
3940,5,7,3,5,4,1,7,9,0
3941,5,7,4,0,8,5,5,0,0
3942,7,3,0,8,7,2,7,0,0
3943,4,6,5,4,2,2,2,8,0
3944,6,0,1,1,4,2,6,0,0
3945,8,0,6,3,4,2,8,0,0
3946,7,2,6,1,2,5,5,2,0
3947,1,7,6,6,6,5,3,7,0
3948,6,8,6,8,1,1,4,8,0
3949,3,2,1,2,7,6,5,2,0
3950,1,6,5,2,3,6,3,8,0
3951,2,3,0,2,3,4,2,3,1
3952,2,2,5,5,4,3,2,4,0
3953,8,8,2,1,4,5,10,8,0
3954,2,5,4,0,0,0,2,0,0
3955,0,5,1,5,1,3,0,5,0
3956,3,3,1,8,1,3,5,1,0
3957,4,5,2,4,4,4,6,5,0
3958,5,6,0,2,1,1,5,0,0
3959,0,8,4,1,3,1,0,8,0
3960,8,2,3,1,6,2,10,4,0
3961,8,3,2,2,3,4,10,3,0
3962,0,2,0,0,6,4,0,2,0
3963,8,7,4,5,8,4,8,0,0
3964,6,5,0,5,4,6,6,0,0
3965,5,5,1,4,5,5,7,3,0
3966,3,7,0,4,1,4,3,0,0
3967,3,6,1,0,8,1,5,4,0
3968,3,7,3,3,1,5,5,9,0
3969,6,1,3,0,0,6,8,3,0
3970,8,2,3,3,1,0,10,4,0
3971,1,1,4,8,5,5,1,1,0
3972,5,2,2,0,0,1,7,2,0
3973,1,5,5,0,3,3,3,7,0
3974,6,1,3,4,3,1,8,3,0
3975,8,8,5,0,5,1,6,10,0
3976,2,5,6,2,3,5,2,5,1
3977,3,5,5,3,8,3,1,7,0
3978,6,6,5,3,6,5,4,8,0
3979,7,3,1,2,5,5,9,1,0
3980,1,7,4,8,1,3,2,9,0
3981,1,6,2,5,0,5,3,6,0
3982,8,1,3,4,2,6,10,3,0
3983,4,5,4,2,2,4,4,0,0
3984,3,7,3,5,2,6,5,9,0
3985,8,1,4,3,2,3,8,0,0
3986,5,2,3,4,4,2,7,4,0
3987,1,0,3,6,6,4,3,2,0
3988,6,5,2,4,1,6,5,5,1
3989,7,2,3,2,8,0,9,4,0
3990,0,1,2,1,1,1,1,1,1
3991,6,3,1,1,8,2,8,1,0
3992,4,8,0,0,7,2,4,0,0
3993,3,1,6,2,4,4,1,1,0
3994,6,8,0,7,5,3,6,0,0
3995,8,1,4,8,6,6,8,0,0
3996,0,2,1,8,8,3,0,2,0
3997,2,4,0,3,3,3,2,0,0
3998,3,7,5,4,4,0,1,9,0
3999,8,7,6,3,5,3,6,7,0
4000,6,1,6,2,5,0,2,1,1
4001,7,7,2,3,2,3,8,7,1
4002,8,2,6,0,5,4,6,2,0
4003,4,4,0,7,6,5,4,0,0
4004,8,8,2,6,2,2,10,8,0
4005,2,2,0,6,7,2,2,0,0
4006,2,0,0,6,7,6,2,0,0
4007,3,2,5,6,5,1,1,4,0
4008,8,5,0,8,8,4,8,0,1
4009,7,4,6,7,0,1,5,4,0
4010,5,4,3,7,0,2,7,6,0
4011,4,0,1,2,8,5,4,0,0
4012,0,1,1,1,7,4,2,3,0
4013,6,0,5,7,3,6,6,0,0
4014,5,7,6,3,2,0,3,7,0
4015,7,2,6,3,8,4,5,2,0
4016,5,7,6,3,0,5,3,7,0
4017,1,3,5,7,1,6,3,5,0
4018,1,3,2,0,8,2,3,3,0
4019,4,6,4,7,3,4,4,0,0
4020,4,1,5,2,7,6,8,7,1
4021,0,2,3,8,0,3,0,2,0
4022,7,5,3,5,8,2,9,7,0
4023,6,3,0,8,5,3,6,0,0
4024,1,7,1,6,3,2,3,5,0
4025,0,1,1,1,0,1,2,3,0
4026,2,8,3,8,5,0,4,10,0
4027,8,6,4,8,2,6,8,0,0
4028,4,5,6,5,3,1,2,5,0
4029,7,2,5,6,4,4,5,4,0
4030,6,2,5,8,7,2,4,4,0
4031,4,6,4,2,0,0,4,0,0
4032,8,2,6,0,7,3,6,2,0
4033,6,7,0,8,2,1,6,0,0
4034,4,5,4,2,5,0,4,0,0
4035,1,4,4,7,2,2,5,6,0
4036,0,5,6,2,7,2,0,5,0
4037,5,1,3,8,3,4,7,3,0
4038,6,5,2,5,0,1,8,5,0
4039,0,3,5,1,5,1,0,3,0
4040,8,5,1,7,5,0,10,3,0
4041,7,0,3,0,8,0,7,0,0
4042,1,4,3,6,3,3,3,6,0
4043,2,3,4,1,8,6,2,0,0
4044,1,7,2,5,4,4,3,7,0
4045,7,7,5,5,3,6,9,3,1
4046,8,3,4,6,2,2,8,0,0
4047,0,1,6,5,6,0,-20,1,0
4048,1,3,1,2,2,3,3,1,0
4049,2,0,0,5,1,6,2,0,0
4050,1,7,0,8,1,3,1,1,0
4051,5,7,3,0,8,6,7,9,0
4052,6,3,1,8,1,5,8,1,0
4053,3,5,2,0,5,0,5,5,0
4054,4,6,2,5,6,6,6,6,0
4055,2,1,2,5,1,2,4,7,0
4056,4,5,6,4,4,6,2,5,0
4057,5,3,3,3,2,4,7,5,0
4058,3,3,3,2,7,2,1,1,0
4059,2,6,4,2,5,6,2,0,0
4060,4,8,5,8,2,0,2,10,0
4061,1,8,1,8,7,6,3,6,0
4062,0,1,6,7,4,6,-20,1,0
4063,8,0,6,7,5,6,8,0,0
4064,1,2,1,7,2,6,3,2,0
4065,3,1,0,2,1,6,3,0,0
4066,5,7,0,3,1,4,5,0,0
4067,8,0,3,5,3,1,8,0,0
4068,7,7,6,0,1,2,5,7,0
4069,4,5,0,1,7,6,4,0,0
4070,8,3,3,4,2,0,10,5,0
4071,4,7,3,1,1,5,6,9,0
4072,1,0,6,0,3,1,2,0,0
4073,8,8,2,5,2,1,10,8,0
4074,7,4,2,7,3,3,8,4,1
4075,3,2,5,7,7,4,1,4,0
4076,4,2,3,6,8,0,6,4,0
4077,2,5,5,5,0,6,2,7,0
4078,1,3,5,0,6,4,3,5,0
4079,3,0,5,0,1,5,3,0,0
4080,8,4,3,6,0,0,10,6,0
4081,8,5,1,1,0,0,10,3,0
4082,1,1,4,7,7,0,1,1,0
4083,6,8,5,6,3,0,4,10,0
4084,2,2,3,0,5,0,1,1,0
4085,1,3,0,5,0,4,1,1,0
4086,3,2,1,7,7,4,5,2,0
4087,3,3,2,7,2,6,5,3,0
4088,5,4,1,0,3,6,7,2,0
4089,4,2,6,4,2,5,4,2,1
4090,6,0,3,2,4,3,6,0,0
4091,4,5,1,8,4,1,6,3,0
4092,8,7,6,8,0,0,6,7,0
4093,0,3,0,1,0,3,0,3,0
4094,1,1,1,5,8,2,1,1,0
4095,6,6,3,0,1,5,1,1,0
4096,2,6,1,8,5,6,4,4,0
4097,7,8,0,6,6,6,7,0,0
4098,1,3,2,0,1,2,3,3,0
4099,3,3,6,8,4,2,1,3,0
4100,8,2,4,1,6,2,8,0,0
4101,2,4,3,3,4,0,4,6,0
4102,7,3,3,8,1,5,9,5,0
4103,3,5,5,2,4,1,1,7,0
4104,7,1,1,6,6,3,9,3,0
4105,2,8,2,3,7,2,4,8,0
4106,6,3,4,2,6,3,6,0,0
4107,1,5,2,0,2,6,3,5,0
4108,4,8,4,6,0,6,4,0,0
4109,4,8,0,3,1,0,4,0,0
4110,1,8,1,3,7,1,3,6,0
4111,8,1,2,6,5,1,9,2,1
4112,6,4,3,8,1,3,8,6,0
4113,7,2,2,2,5,3,9,2,0
4114,6,0,6,0,8,1,6,0,0
4115,5,0,0,0,2,6,5,0,0
4116,7,1,4,8,7,0,7,0,0
4117,6,0,5,6,8,4,6,0,1
4118,6,0,5,7,2,5,6,0,0
4119,0,3,6,0,7,0,0,3,0
4120,0,8,1,8,0,4,0,8,0
4121,6,4,3,3,6,4,8,6,0
4122,8,6,5,6,7,2,7,7,1
4123,6,4,5,8,0,6,4,6,0
4124,6,2,1,5,7,6,8,2,0
4125,4,1,5,5,0,3,4,3,0
4126,8,0,1,1,5,4,8,0,0
4127,5,5,6,3,1,4,3,5,0
4128,7,0,4,7,4,2,7,0,0
4129,0,2,0,8,6,1,0,2,0
4130,5,1,4,0,6,1,5,0,0
4131,5,0,2,5,2,5,5,0,0
4132,5,0,4,5,7,0,5,0,1
4133,6,3,5,0,3,5,4,5,0
4134,3,2,2,4,2,0,5,2,0
4135,8,1,6,8,8,5,1,1,0
4136,6,7,5,5,7,3,4,9,0
4137,7,4,4,0,3,1,7,0,0
4138,5,7,0,7,1,6,5,0,0
4139,7,5,2,4,8,0,9,5,0
4140,0,3,5,3,3,1,0,3,0
4141,0,0,0,5,0,3,0,0,0
4142,5,4,4,2,0,5,5,0,0
4143,0,0,5,5,5,0,0,0,0
4144,5,1,0,3,8,2,5,0,0
4145,3,0,1,0,2,3,3,0,0
4146,6,8,4,4,1,1,6,0,0
4147,3,2,3,7,5,6,5,4,0
4148,2,1,3,7,0,5,4,3,0
4149,0,8,2,3,2,4,0,8,0
4150,0,1,5,3,1,1,2,3,0
4151,1,6,2,8,8,5,3,6,0
4152,4,3,4,5,2,3,4,0,0
4153,7,3,3,4,7,6,9,5,0
4154,5,3,6,6,4,0,3,3,0
4155,6,5,4,3,6,6,6,0,0
4156,6,6,5,7,0,0,4,8,0
4157,8,7,3,2,5,3,10,9,0
4158,8,1,6,4,7,3,1,1,0
4159,8,0,4,7,5,1,8,0,0
4160,4,4,2,8,0,0,6,4,0
4161,2,2,0,3,0,3,2,0,0
4162,3,2,3,0,1,1,5,4,0
4163,6,5,6,2,5,0,4,5,0
4164,8,3,2,7,4,5,10,3,0
4165,5,8,2,7,1,4,7,8,0
4166,0,2,0,1,1,2,0,2,0
4167,7,5,2,6,5,1,9,5,0
4168,6,0,6,7,4,5,6,0,0
4169,7,4,1,4,7,4,9,2,0
4170,5,2,4,3,4,3,5,0,0
4171,8,8,4,2,2,4,8,0,0
4172,3,3,4,0,1,2,3,0,0
4173,6,4,4,4,7,4,6,0,0
4174,4,4,6,8,4,0,2,4,0
4175,4,1,1,7,0,1,6,3,0
4176,1,0,1,6,5,2,2,-1,0
4177,0,2,3,3,6,5,0,2,0
4178,3,4,2,4,2,6,5,4,0
4179,3,0,4,6,1,6,3,0,0
4180,4,1,0,5,3,1,4,0,0
4181,4,4,4,3,1,1,4,0,0
4182,8,5,5,3,0,1,6,7,0
4183,0,5,6,7,2,1,0,5,0
4184,7,8,6,5,1,3,5,8,0
4185,1,4,5,5,0,3,3,6,0
4186,8,2,2,1,7,6,10,2,0
4187,7,0,5,3,4,6,7,0,0
4188,6,8,1,5,2,6,8,6,0
4189,3,7,1,1,4,3,5,5,0
4190,7,2,6,0,4,6,5,2,0
4191,5,4,5,0,8,5,3,6,0
4192,6,2,2,4,1,0,8,2,0
4193,4,3,4,6,6,1,4,0,0
4194,2,8,4,1,1,2,2,0,0
4195,7,4,2,8,0,3,9,4,0
4196,7,0,3,3,3,5,7,0,0
4197,6,5,6,2,8,0,4,5,0
4198,1,3,2,6,7,6,3,3,0
4199,8,5,3,4,5,4,4,7,1
4200,8,7,5,0,8,6,6,9,0
4201,5,7,1,5,4,0,7,5,0
4202,5,6,4,0,5,1,5,0,0
4203,4,1,5,4,5,2,4,3,0
4204,1,0,3,2,8,2,3,2,0
4205,3,1,6,1,0,4,1,1,1
4206,6,1,6,2,4,6,1,1,0
4207,8,6,0,1,3,1,8,0,0
4208,6,2,1,2,5,0,8,2,0
4209,7,2,2,7,6,2,9,2,0
4210,2,1,4,5,5,1,2,0,0
4211,6,2,0,2,6,5,6,0,0
4212,1,1,1,5,2,2,1,1,0
4213,3,6,0,3,5,1,3,0,0
4214,7,4,3,2,1,3,9,6,0
4215,6,4,3,3,5,5,8,6,0
4216,7,4,5,6,1,3,5,6,0
4217,5,5,4,1,5,3,5,9,1
4218,0,0,6,0,7,1,0,0,0
4219,5,4,6,3,4,1,3,4,0
4220,3,3,5,5,6,5,1,5,0
4221,8,6,6,3,5,0,6,6,0
4222,5,8,1,4,0,6,7,6,0
4223,7,4,3,5,8,1,9,6,0
4224,2,3,4,5,3,0,2,0,0
4225,5,1,3,1,7,3,7,3,0
4226,8,2,0,1,4,1,8,0,0
4227,8,4,6,8,0,1,6,4,0
4228,5,8,3,7,7,6,7,10,0
4229,3,2,3,4,3,6,5,4,0
4230,1,2,3,6,8,3,3,4,0
4231,5,0,5,5,0,3,5,0,1
4232,5,0,4,4,8,4,5,0,0
4233,8,0,6,7,2,0,8,0,0
4234,0,2,2,4,5,1,0,2,0
4235,3,0,0,3,6,5,3,0,0
4236,8,5,3,4,7,6,10,7,0
4237,6,4,5,4,8,6,2,8,1
4238,2,1,5,3,8,4,2,3,0
4239,1,8,0,5,3,4,1,1,0
4240,2,5,0,8,7,6,2,0,0
4241,3,5,0,1,1,5,3,3,1
4242,2,5,4,5,5,6,2,0,0
4243,0,3,5,2,8,3,0,3,0
4244,4,3,2,0,7,5,6,3,0
4245,1,1,6,0,4,6,1,1,0
4246,1,7,2,5,1,6,3,7,0
4247,4,3,6,6,7,0,2,3,0
4248,2,4,6,8,5,0,2,4,0
4249,4,5,5,8,8,4,2,7,0
4250,7,6,6,1,7,1,5,6,0
4251,4,7,2,6,3,0,6,7,0
4252,2,8,6,7,7,3,2,8,0
4253,6,6,0,3,1,0,6,0,0
4254,5,5,4,7,0,5,5,0,0
4255,0,5,5,0,5,1,0,5,1
4256,4,8,2,6,4,1,2,8,1
4257,7,6,5,6,4,6,5,8,0
4258,6,0,3,5,1,5,6,0,0
4259,2,8,5,8,3,2,2,10,0
4260,6,6,1,3,1,4,8,4,0
